18;«”ж«Ѕ »—д«гћ яб «б ЌѕнЋ«  «бћѕнѕе “н «б“Ё  жёЁ  ќѕг… «б—”«∆б «б «бћж«б «ег ќѕге «бгЁ—ж÷ «б ЌѕнЋ бб«Ќ”д «д г бб«”ж«Ѕ ж«б«д бн ? «н«г «‘ н «ѕќб «”ѕѕ г‘ —«÷н нЁ Ќ «д’Ќ «бћгнЏ Џѕг  д“нб «б»—д«гћ «б« бгд  —ћЏ ќѕг… «б—”«∆б дЏ—Ё яг бд« жЏбнд« Џгб г »н«д »«б Ў»нё ня‘Ё Ќё нжгнд «–« Ён д  ‘џб ббд’» г« ѕ—н «н‘ гЏя жяг Ќжб  е–« —∆н «д« ж««бћгнЏ н‘ ян дЁ” «бг‘«яб «б ёнг ’Ё— ’Ё— ’Ё— б« нЁ Ќ жб« н”ѕѕ жб« ‘н;-1
19;«”н— «б‘жё «”н—;0
20;«‘я—яг Џбм ќѕг« яг «б н  ћЏб гд «бЌн«… «”еб;1
21;«’»Ќ «џб» «б√жё«  ”нЅ..бг«–« нЎб»  Ќѕнѕ «бгжёЏ.. Ћ«дн« бг« «ёжг » ”ѕнѕ —’нѕ  бЁжд жеж гќ“жд »«бе« Ё б«н÷е— «”г «б—ёг .—џг «де я«д н÷е— бн ё»б ‘е—;-1
22;«’»Ќ «б»—д«гћ џн— ћнѕ »Џѕ «б ЌѕнЋ бг  ’бдн —”«∆б sms »«б Ќжнб« ;-1
23;«’»Ќ «б Ў»нё »ж«ће е «бћѕнѕ… г гн“ ћѕ« «‘я— г’ггнд  Ў»нё «бя—нгн Џбм е–« «б«»ѕ«Џ «б—«∆Џ;1
24;«’»Ќ «б Ў»нё “Ё  “Ё  °°°г«н”«жн Ќ м —»Џ дћге°°°ЌнЋ «де »ЎнЅ ћѕ«°°°жбг  ” ЎнЏ «бѕќжб «бм «б Ў»нЏ °°°Ќ«жб  «яЋ— гд 10 г—«  «ѕќб бб Ў»нё бяд нёжб  Џ–— Ќ«жб г—е «ќ—м°°°°;-1
25;«’»Ќ »Ўн∆ жя–бя Џѕг —ƒн… «б«”г Џдѕ Ќжнб —’нѕ б—ёг гЌЁжў »«бе« Ё я«д нўе— «б«”г ж«б—ёг «б«д «б«”г ЁёЎ жёѕ нƒѕн «бм «б«—”«б б—ёг «ќ—»«бџбЎ;-1
26;«’»Ќ  Ў»нё г Џ» ћѕ« ж«бя—нгн «’»Ќ «я»— гё’ »бЏгжб« ;-1
27;«’»Ќ ”—нЏ ћѕ« »Џѕ «б ЌѕнЋ ‘я—« ћ“нб« бяг « гдм «÷«Ё… «бг“нѕ гд «бгн“«  гЋб гЏ—Ё… «”Џ«— «б’—Ё / ж«’ѕ«— «б»Ў«ёе / жя‘Ё «бЌ”«» «бќ..;1
28;«’»Ќ ”нЅ ћѕ« Ќ м —ёг «бЌж«бе «б«я”»—” б«нжћѕ Ён ”ћб «бЏгбн« ;-1
29;«’»Ќ г Џ» жяб «”»жЏ  ЌѕнЋ ћѕнѕ нЏдн бж  Ќ «ћ «б Ў»нё ÷—жн ЌѕЋе;-1
30;«’ѕ«— —ѕн∆ ћѕ« д гдм  Џѕнб гж«’Ё«  е–е «б«’ѕ«—;-1
31;«Џ ёѕ «д «б Ў»нё »Џѕ Џгбн… «б ЌѕнЋ  жёЁ Џд «бЏгб Ёбг «Џѕ «” ЎнЏ «бѕќжб «бм «б Ў»нё д—ћж« гдяг ”—Џ… гЏ«бћ… е–е «бг‘яб… »«б”—Џ жё  ггяд;-1
32;«Ё‘б  Ў»нё ёѕ ‘«еѕ е ...  Ў»нё нЏбё »√” г—«— жнЏгб Џбм «ќ б«” «б«гж«б Џдѕ  Џ»∆… »«ё«  д  нгд гж»«нб ≈÷«Ё… «бм «де «’»Ќ «” ќ»«—« н гд «бѕ—ћ… «б«жжжжжбм »Џѕ Ё—÷  Ќѕнѕ «бгжёЏ ... б« б‘нЅ яг« нёжбжд б жЁн— «бќѕг… Џдѕ «дёЎ«Џ «бд  ж«дг« б√”»«» «ќ—м, Ёгд «бгб«Ќў Џдѕ ÷ЏЁ «бд  «ж «дёЎ«Џе «Ќн«д« б« н” ЎнЏ «бЏгнб Ќ м «бѕќжб бб»—д«гћ Ё√нд  Ќ”нд ћжѕ… «бќѕг«  ж«ббе «бг” Џ«д !!!;-1
33;«Ё‘б  Ў»нё ж«Ё‘б ќѕге «бя—нгн бЏд… «ббе Џбняг Ќ м »Џѕ «б ЌѕнЋ г« —÷н нЁ Ќ ж«бд  Ёж— ћн;-1
34;«Ё‘б дў«г Џбм жће «бЏ«бг ж«Ё‘б »—д«гћ  ЌѕнЋ«  ”н∆е;-1
35;«Ё÷б «б»—«гћ «б–н  Ќ «ће« Ён Ќн« я ж ”еб «б Џ«гб«  «бг’—Ён… ж»«ён «гя«дн… «б”ѕ«ѕ ббг” —ж«  Џ»— «б«д —д ;1
36;«Ё÷б »—д«гћ «‘я—яг ..«бд”ќе «бћѕнѕ… ”еб… ж«нёжд« е« ЁўнЏ… ћѕ¬...жЁне« ггн“«  яЋн—е где« «бёѕ—е Џ «” Џ—«÷ «—ё«г «бЌ”«»«  «б”«»ёе;1
37;«Ё÷б  Ў»нё  Џ«гб«  г«бне Ён «бнгд д«ё’е «—‘Ё… «бЏгбн«  џн— «бгЌѕжѕ ж«б»ЌЋ Џд «н Џгбне Ён «н  «—нќ  —нѕ жбн” «ўе«— «бЏгбн«  «б«ќн—е ЁёЎ .. д—ћж «бдў— Ён е–е «бг”√бе;1
38;«Ё÷б  Ў»нё гд ЌнЋ «б”—Џе ж«бќѕг«  б«нжћѕ бе гд«Ё” .. «‘я— ћежѕяг «бг»–жбе Ён гЋб ея–« ќѕг« ;1
39;«ё —«Ќ ?_ ≈÷«Ё… ќ«д… «”Џ«— «бЏгб«  ?_ ЌЁў «бѕќжб («б—ёг «бггн“ жябг… «б”— ?_ ≈—”«б —”«б… ”н «г ”н Џдѕ  дЁн– Џгбн….... ?_ «гя«дне «б»ЌЋ Џд «”г «бЌ”«» »ѕб« гд —ёг «бЌ”«» ‘я—« бяг;0
40;«яЋ— «б«жё«  г жёЁ «б Ў»нё ж»Ўнм ћѕ«р;-1
41;«яЋ— гд «”»жЏнд жб« «” ЎнЏ «б Ќжнб ≈бм «”г. Ён яб г—…  ўе— —”«б… «бќЎ√ (б« нгяд « г«г «бЏгбн…... ).  я——  е–е «бг‘яб… ж ” г— бЏѕ… √н«г Ћг нЏгб «б Ў»нё »‘яб Ў»нЏн бЏгбн… «ж Џгбн нд ж Џжѕ дЁ” «бг‘яб…. б« «д’Ќ »е°  Ў»нё џн— Џгбн жб« нгяд «б«Џ г«ѕ Џбне жнќ–бя Џдѕ «бЌ«ћ… ж«б н  яжд Ў«—∆… џ«б»«. жж”«∆б «б ж«’б Ён «б Ў»нё( ж«’б гЏд«) —ж«»Ўе« ябе«  Џгб. е–« «бг” жм «бг ѕдн гд «бќѕг… жћжѕ е« б« нбнё »г’—Ё Џ—нё я«бя—нгн... ”н г Ќ–Ё «б Ў»нё де«∆н« »гћ—ѕ  ’Ён— ж”Ќ» «б—’нѕ.;-1
42;«яЋ— гд —«∆Џ ћгнб ћѕ« ћѕ« ћѕ« ‘я—« Џбм яб «бќѕг«  «бг жЁ—е «д‘«Ѕ «ббе г“нѕ гд «б ёѕг ж«б«“ѕе«—;1
43;«яЋ— гд —«∆Џ ж”еб «б«” ќѕ«г ж«гд яб «б‘я— ж«б ёѕн— бяб «бЁ—нё;1
44;«б«ќЎ«—«  «ж «б«‘Џ«—«  б«  Џгб »‘яб ћнѕ ж√н÷«р Ё Ќ «б Ў»нё »ЎнЅ ббџ«не « гдм √д н г  Ќ”нд яб «бќѕг«  б√д е–« «б Ў»нё ”еб «бяЋн— бд« гЏ жћжѕ »Џ÷ «б«ќЎ«Ѕ ЁянЁ «–« я«д Ёне яб «б Ќ”нд« ??;-1
45;«б«ќЎ«—«   жёЁ  »Џѕ «б ЌѕнЋ д—ћж« Ќб г‘ябе «б«ќЎ«—«  Ён «ё—» жё  ггяд;-1
46;«б«”—«Џ ж« «б«”еб Ён «б«” ќѕ«г;1
47;«б«’ѕ«— «бёѕнг я«д —«∆Џ«. «бћѕнѕ џн— ЁЏ«б.. жб« нЏгб;-1
48;«б«д «Ё÷б »—д«гћ »Џѕ «б ЌѕнЋ «б«ќн— «‘я— ћежѕяг «бћ»«—е Џб«е«–« «б ЌѕнЋ «б«ќн—;1
49;«б«д б«»«” «б ЌѕнЋ «бћѕнѕ »” »«ё«  нгд гж»«нб џн— гжћжѕ;1
50;«б«д нЏбё «б»—д«гћ «бя—нгн Џѕг  Ќжб «б—’нѕ «ж  Џ»н  «б‘»я…;-1
51;«б«жб я«д «”еб ж«Ё÷б;-1
52;«б≈’ѕ«— «б√ќн— »Ўн ћѕ«.. д—ћж «’б«Ќ «бг‘ябе Ён «”—Џ жё ;-1
53;«б»«‘« нгдн;0
54;«б»—д«гћ «’»Ќ “Ё  ћѕ« ћѕ« ћѕ« ћѕ« яб г« «‘ н «ѕќбе нЏбё ж«÷Ў— «де «ѕќб ”жё »б«н «ЌѕЋе гд «ћб «Ќжб Ёбж” Ќ—«г Џбняг ж«н÷« »«ё«  нгд гж»«нб бг« «Ќжбе«  ж’б —’нѕ »ѕжд  ЁЏнб «б»«ё…;-1
55;«б»—д«гћ «б«жб я«д ћнѕ «г« «б ЌѕнЋ «б«ќн— Ё«‘б «бм «»Џѕ ѕ—ћ… г” џ—» гд –бя «б—ћ«Ѕ ”—Џ…  б«Ён –бя ж‘я—«;-1
56;«б»—д«гћ «бёѕнг я«д «Ё÷б «г« е–« ЁнЎб» ѕ«нг« «б ЌѕнЋ д—ћж гЏ«бћ… «бг‘яб…;-1
57;«б»—д«гћ »Џѕ «б ЌѕнЋ «б√ќн— б« нЏгб де«∆н« нёжг »≈џб«ё «б Ў»нё;-1
58;«б»—д«гћ ћгнб ж«” ЎнЏ Џгбн… «б Ќжнб ≈бм Џгнб «ж ≈бм я—нгн ≈я”»—” г« «Ўб»е «д няжд ед«я ѕбнб ббЌ”«»«  «б н √Ќжб бе« »‘яб г ж«’б бд н’Џ» ЌЁў √—ё«г Ќ”«»«  «бЏгб«Ѕ «б¬ќ—нд «” ЎнЏ √÷нЁ ѕбнб ббЌ”«»«  «б н √Ќжб бе« »‘яб г” г— √н÷« «б Ў»нё б« «” ЎнЏ «б« «” Џ—«÷ ќг”е ”ћб«  ббЏгбн«  «б н  г  «Ќ «ћ «” Џ—÷ яб ”ћб«  «бгЏ«гб«  Џд Ў—нё “— Џ—÷ «бг“нѕ «—ћж «д н г  ЁЏнбе;1
59;«б»—д«гћ Ќбж »” ÷—ж—н  ЁЏбж гн“«  »«ё«  «бЋ«»  б«ћб «б ”ѕнѕ ж»«ё«  4G;1
60;«б»—д«гћ Ќбж »” яб нжгнд  ЌѕнЋ ен« жянЁ н я—нгн;1
61;«б»—д«гћ Ќбж »” бн‘ нЏбё бб«д «яЋ—гд ”«Џе г«ёѕ—  «” ќѕге гЏбё г—е ÷—ж—н «б«’б«Ќ бе–е «бг‘ябе;1
62;«б»—д«гћ —ѕнЅ ћѕ«р »Џѕ «б ЌѕнЋ«  «б√ќн—… жЌ«бн«р б« н‘ џб. г«б”»»њ;-1
63;«б»—д«гћ —ѕнм ћѕ« ж«б Џ«гб гЏ «бЁ—жЏ ж«б Ў»нё «’»Ќ ’Џ» ћѕ« ћѕ« ћѕ«;-1
64;«б»—д«гћ б« нЏгб «”»жЏ ж«яЋ— ябг« «ѕќб нёжб Ё‘б Ќ«жб »Џѕ ёбнб жея–« Ўжб «бнжг ж«б«”»жЏ г«еж «б”»».«б»—д«гћ «’»Ќ »б« Ё«∆ѕ… ж«’б.ЌѕЋ ќЎ√ Ќ«жб »Џѕ ёбнб ж«««««««««’б;-1
65;«б»—д«гћ б« нЁ Ќ »Џѕ «ѕќ«б «бггн“ жябг… «бг—ж— нўе— бн ќЎ√ 5035 —џг «ддн ЌѕЋ  «б»—д«гћ ё»б ёбнб ждЁ” «бќ»—;-1
66;«б»—д«гћ гг «“ Ёне ќбб »”нЎ;1
67;«б»—д«гћ гд «жб я«д гг «“ «б¬д «’»Ќ ”н∆ ћѕ«р б« нЌжб жб« н”ѕѕ жб« н”жн «н Ќ«ћ… ябг« Ён «б√г— Џдѕ «б÷џЎ Џбм ябг… гж«Ёё  ўе— г»«‘—… ябг… Ё‘б  «бЏгбн… ?? д—ћж гдяг Ќб «бг‘яб… Ён «”—Џ жё  ггяд;-1
68;«б»—д«гћ гд ”нЅ «бм «”жЅ «б»—д«гћ г« ‘«Ё ќн— гд «жб  ЌѕнЋ Ён Џ«г 2022 жЌ м «бнжг «’»Ќ »ЎнЅ ћѕ« ћѕ« . н√ќ– жё  Ўжнб Џдѕ Ё Ќ «н ‘«‘… Ён «б»—д«гћ жя–бя Џдѕ «б дёб »нд «б‘«‘«  .;-1
69;«б»’ге б« нЏгб нёжг »«џб«ё «б Ў»нё яб г« Ќ«жб  «Ё Ќе »б «б»’ге;-1
70;«б ЌѕѕнЋ «б«ќн— Ёне г‘ябе ябг« «Ќ«жб «д «Ё Ќе н»ЌЋ яЋн— Ћг ндЎЁ ∆ »дЁ”е. «б ЌѕнЋ «б«ќн— ќ—» ќ—» ќ—»;-1
71;«б ЌѕнЋ «б«ќн—  Џ»«д Џдѕг«  —”б г»бџ б бЁжд жеж гќ“жд Ён «бе« Ё г« нўе— «”г «б‘ќ’ «бгЎбж» . ж»«ё«  нгд гж»«нб бг  Џѕ  ўе— —ћ«∆«««««««««««««««« «Џнѕж« «б»—д«гћ «б”«»ё н« я—нгнннннннннннннн;-1
72;«б ЌѕнЋ «б«ќн— Ћёнб г—… г—… ..жб«  ЏЎже дћг… ..бн« д’ ”«Џ… г«—÷н нЁ Ќ .. «н‘ е–« »«ббе Џбняг ..«д« «жб я—… «‘жЁ  Ў»нё »Џѕ «б ЌѕнЋ нЋёб ....»«ббе «н‘ «бггн“«  «ббн Џгб же« «–я—ж« бн ж«Ќѕ… ЁёЎ;-1
73;«б ЌѕнЋ «б«ќн— Ќ«бн »” бг«–«  г «бџ«Ѕ гЏ—Ёе ’—Ё «б”Џжѕн ж«бѕжб«— нЏдн г«нЎбЏ бя «б« ÷—ж—н »жћжѕ г»бџ я«Ён »Ќ”«»я;1
74;«б ЌѕнЋ «б«ќн— —«∆Џ жбяд ед«я Џн» «де б« нўе— «бгЏ«гб«  «б”«»ё… Ён ”ћб «б»н«д«  «ж «б«‘Џ«—«  же–« гег ћѕ« яжде«  Џ »— жЋнё… жг—ћЏн… б«Ћ»«  Џгбн«  «б Ќжнб «б≈бя —ждн…° « гдм гдяг «д  Џгбж« Џбм гЏ«бћ… е–е «бг‘яб…. жя–бя Џѕг «—”«б —”«б… д’н… б«н гЏ«гб…  ёжг »е« ”ж«Ѕ  Ќжнб «ж «нѕ«Џ «ж  ”ѕнѕ «ж џн—е«;1
75;«б ЌѕнЋ «б«ќн— —жжжжжжжжжжжжЏе ћѕ«р ћѕ«р;1
76;«б ЌѕнЋ «б«ќн— ”»» г‘яб… ..√’»Ќ «б Ў»нё Ћёнб ћѕ« ..я«д Ён «б”«»ё ћѕ« гг «“ .. бн «яЋ— гд ЋбЋ ”«Џ… жг‘ ё«ѕ— «Ќжб г»бџ Џ»—е .. Ён «б”«»ё «бЌж«б… г«  √ќ– гдн ѕёнё… ж«Ќѕ…;1
77;«б ЌѕнЋ «б«ќн— ”нЅ ћѕ«р ћѕ«р ћѕ«р;-1
78;«б ЌѕнЋ «б«ќн— ”нЅ ћѕ« гЏбё г« Ё Ќ‘ «н Ќ«ћ… нћб” нѕж— гя«д… .. б« ёѕ—  «Џ»н —’нѕ жб« «Ќжб нЏдн бж «д« Ён “дё… жѕЁ  жб« ЏнЁ  Ќ гЏн «б Ў»нё «б« »Џѕ Ћб«Ћ… «н«г .. «—ћж г—«ћЏ… «б ЌѕнЋ б«д «бќѕг… ”н∆… ж«б Ў»нё гЏбё;-1
79;«б ЌѕнЋ «б«ќн— ÷ЏнЁ ћѕ« жя–бя н—нѕ  Ќѕнѕ «бгжёЏ жг« нЁ Ќ ≈б« »Џѕ  Џ» ÷—ж—н «б џнн— √ж ≈Џ«ѕ… «б ЌѕнЋ ≈бм г« ё»б «б ЌѕнЋ «б«ќн—;-1
80;«б ЌѕнЋ «б«ќн— Ё««««««‘б Ё«««««««‘б б« нгяд ѕќжб «б Ў»нё ж √ н —”«б…  Ёнѕ »√д я—нгн ћж«б н” г— »«б жёЁ нЏдн ”жн  ћгнЏ «бгЌ«жб«  ѕжд ћѕжм «ж Ё«∆ѕ… »≈ќ ’«— »Џѕ «б ЌѕнЋ «б«ќн— «’»Ќ «б Ў»нё б« нЏгб жб« √” ЎнЏ Ё Ќ… ??????;-1
81;«б ЌѕнЋ «б«ќн— Ё«‘б ќ—» «б Ў»нё бг «” ЎнЏ «бѕќжб ббЎ»нё жн жёЁ Ёћ√… н—ћм гЏ«бћ… «бг‘яб…;-1
82;«б ЌѕнЋ «б«ќн— Ё«‘б Ё«‘б Ё«‘б жб« нЁ Ќ «б Ў»нё де«∆н«р;-1
83;«б ЌѕнЋ «б«ќн— Ё«‘б нб“гя «ћ»«—н »Ё Ќ  Ќѕнѕ «бгж«ёЏ жг«н‘ џб «б Ў»нё... «б«’ѕ«— «бёѕнг я«д «Ё÷б.;-1
84;«б ЌѕнЋ «б«ќн— б« нЏгб нЁ’б жб« нЁ Ќ;-1
85;«б ЌѕнЋ «б«ќн— г—… г Џ» г‘ ё«ѕ—нд д”жн «н ќѕге б«“г д—жЌ «бя—нгн дЁ”е. —ћЏж« «б«’ѕ«— «б«жб «Ё÷б;-1
86;«б ЌѕнЋ «б«ќн— жб« ндЁЏ »—н«б ќ—»«д;-1
87;«б ЌѕнЋ «б«ќн— нд ея «бќ’ж’не жнћ»—я Џбм  Ќѕнѕ «бгжёЏ ж«б”г«Ќ »≈ћ—«Ѕ «бгя«бг«  «бе« Ёне ж«ѕ«— е« . ж≈д ёг  »«б—Ё÷ »≈ћ—«Ѕ «бгя«бг«  «бе« Ёне ж«ѕ«— е« б« н‘ џб «б»—д«гћ д—ћж гдяг ≈’б«Ќ е–« «бќбб √ж б«  ћ»——жд« Џбм «‘н«Ѕ б« д—нѕе«;-1
88;«б ЌѕнЋ «б√ќн— «Џћ»дн Ён ”еб… «б«” ќѕ«г ж«н÷« ”—Џ… «б«д ё«б ... ж«Џ ёѕ «ббн нёжб «де Ћёнб ..«де »”»» ћжѕ… «б«д —д  ЁёЎ ‘я—«;1
89;«б ЌѕнЋ «б√ќн— »ЎнЅ жя–бя «“ѕн«ѕ Џѕѕ г—«  ўеж— «д е«Ѕ «бћб”… я–бя ед«я »«ё«  Ёж —… нгд гж»«нб џн— гѕ—ћ… Ён «бё«∆г… я–бя д гдм ≈ѕ—«ћ ќѕг… ‘Ќд «б»«ё«  ж«б—’нѕ Џ»— «б sms д нћ… б÷ЏЁ «бд  яг« д—ћж ≈ѕ—«ћ »«ё«  еѕ«н« »яб Ё∆« е« ≈бм «б Ў»нё;-1
90;«б ЌѕнЋ «б√ќн— Ћёнб ћѕ¬ ж»Џ÷ «б√жё«  нќ—ћдн  бё«∆н¬ Џбм «б—џг  бЁждн дж  Џ‘—е нЏдн «бќббб гд «б»—д«гћ;-1
91;«б ЌѕнЋ «б√ќн— ЎЁ‘дн Џ‘— г—«  «Ќ«жб  ”ѕнѕ Ё« ж—… «бг«Ѕ ж —ћЏ бн —”«б… nul;-1
92;«б ЌѕнЋ «б√ќн— Џдѕ «б”ѕ«ѕ. г«нЎбЏ‘ «б≈”г —џг «де «б—ёг гЌЁжў »«б бЁжд »ће«  «б≈ ’«б нЏдн е«–н г‘яб…;-1
93;«б ЌѕнЋ «б√ќн— џн— ћнѕ бб√”Ё д гдм ≈’б«Ќ «бг‘ябе;-1
94;«б ЌѕнЋ «б√ќн— Ё«««««««‘б .. «б Ў»нё »Џѕ «б ЌѕнЋ б« нЁ Ќ «бЌ”«»«  жнЌѕЋ бе я—«‘ жнџбё »‘яб  бё«∆н .. «бгЁ —÷  ќ »—ж« «б ЌѕнЋ«  ё»б «Ўб«ёе« жќ’ж’« «д «б Ў»нё г— »Ў »гЏ«гб«  г«бн… !!;-1
95;«б ЌѕнЋ «б√ќн— б« нЏгб √не« «бЌгём бёѕ я«д нЏгб »‘яб ћнѕ √г« «б¬д б« нЏгб г«  ЁЏбжд;-1
96;«б ЌѕнЋ «б√ќн— г«н” «еб дћг… ж«Ќѕ…... ѕ«∆г« нЏбё жнќ—ћ гд «б Ў»нё... ж«–« Ё Ќ «б Ў»нё  ”жн «н Џгбн…  ЎбЏ —”«б… ќЎ√ жг«  ж÷Ќ √н‘ «бќЎ√;-1
97;«б ЌѕнЋ «бћѕнѕ 30.1.2022 г÷—ж» б«  ” ЎнЏ б«  ” ЎнЏ «б Ќжнб »нд «бЌ”«»«  «б»—д«гћ нќ—ћ Џбм Ўжб Џдѕ Ё Ќ д«Ё–е «б Ќжнб;-1
98;«б ЌѕнЋ «бћѕнѕ Ќбж жбяде » ”ѕнѕ «беж« Ё бг нўе— «”г «б‘ќ’ «бг”ѕѕбе Ён де«не «бЏгбне бб «яѕ;1
99;«б ЌѕнЋ «бћѕнѕ ќ—»«««««дЕ «б Ў»нё б« н” ћн» б ”ћнб «бѕќжб жнёжб ЌѕЋ ќЎ√ н—ћм «Џ«ѕ… «бгЌ«жб…Е я–« Ўжб «бнжгЕ  Џ»д« —ћЏж« бд« «б«’ѕ«— «бёѕнг я«д «Ќ”дЕ «бќг” дћг«  «ЌЎе« бяг «–«  Џѕб «бЏЎб ..«б«д г«  ” «ебж« жб« д’ дћг… ?? Ќ м;-1
100;«б ЌѕнЋ «бћѕнѕ —енн» ћѕ« ж”еб жг—нЌ Ён «бгЏбжг« ;1
101;«б ЌѕнЋ «бћѕнѕ Ё«‘б ћѕ« Џдѕ  ”ћнб «бѕќжб н÷б нѕж— нѕж— жё  Ўжнб Ћг нЏбё жнќ—ћ д гдм «’б«Ќ «бг‘«яб »«”—Џ жё ;-1
102;«б ЌѕнЋ «бћѕнѕ Ё«‘б ж»ЎнмЅ жгд «б«Ё÷б Џѕг  Ќѕнѕ «бгжёЏ б«де е–« гд џн— «ќ ’«’яг;-1
103;«б ЌѕнЋ «бћѕнѕ Ён »Џ÷ «бг‘яб… Џѕг Џ—÷ «б»н«д «б«жб .. «б н  г ”Ќ»е«;-1
104;«б ЌѕнЋ «бћѕнѕ Ёне г‘«яб ... «жб г« «ѕќб «бггн“ жябг… «бг—ж— нёжб ќЎ√ Ён «б»н«д«  «бг—”б… —џг √де« ’ЌнЌ…;-1
105;«б ЌѕнЋ «бћѕнѕ Ёне г‘ябе Ён  ”ћнб «бѕќжб бг «” ЎнЏ «бѕќжб;-1
106;«б ЌѕнЋ «бћѕнѕ б« н‘ џб «б Ў»нё Ён е« Ён.. —џг «д «б«дѕ—жнѕ Џдѕн 8.. «—ћж «б—ѕ..;-1
